74.4842,298.016,41.67,74.6888,288.421,42.1424,74.8603,275.274,42.9764,74.7778,262.816,43.5284,74.7123,253.422,43.1718,74.4012,242.095,42.9974,74.3248,230.284,42.5607,73.5959,220.992,41.7965,73.318,209.229,40.7399,72.8423,198.012,39.5427,71.9781,188.129,38.0404,71.1502,177.813,36.1927,70.5518,167.994,33.8318,69.5978,158.467,31.6215,68.7017,147.1,29.3495,67.4517,138.963,26.2827,66.2679,129.708,23.209,65.3176,120.188,19.9468,64.2326,110.954,16.1809,62.9029,100.757,12.7557,61.7486,92.0993,8.41896,60.3243,83.5673,3.8659,58.9827,74.7646,-0.533417,57.7893,66.3321,3.42144,56.1738,59.5203,6.78287,54.7174,52.1262,10.2505,53.3858,44.6496,13.4571,51.7274,37.7017,16.1502,50.2454,30.2842,18.6813,48.7145,23.4815,20.8505,47.2574,16.2373,23.0429,45.5372,9.38661,24.6291,43.9869,2.50507,26.1054,42.3522,-4.26544,27.187,40.7054,-11.1729,28.1654,39.0512,-17.6745,28.6672,37.6482,-24.9361,29.3877,35.7996,-31.1211,29.2145,33.9885,-37.7195,29.1607,34.4334,-46.0838,31.3763,,,,,,,,,
74.7463,298.094,41.3953,74.6795,287.153,41.8335,74.8589,275.378,42.4626,75.2546,261.816,42.721,74.9337,251.21,42.8328,74.8425,238.922,42.6214,74.3028,227.226,41.9848,74.014,217.149,40.9634,73.5135,205.52,40.1677,72.8281,195.374,38.6036,72.3727,183.962,36.8663,71.7407,173.052,35.0431,70.9458,162.595,33.1438,70.0013,151.804,30.9836,69.0935,142.206,28.1977,68.2402,131.622,25.5893,67.2522,121.449,22.6243,66.134,111.625,18.9803,64.9108,102.133,15.7506,63.7579,92.4324,12.4272,62.4928,83.0071,8.35648,61.129,73.8288,3.92253,59.7093,64.4346,-0.136241,58.3746,56.4109,2.82175,56.9044,48.3144,6.49944,55.3743,40.9423,9.54464,53.8781,33.0742,12.444,52.2536,25.476,15.1437,50.6275,18.1413,17.386,49.0476,10.755,19.5009,47.3067,3.19494,21.3329,45.6006,-4.12604,22.7142,43.9765,-11.4831,23.841,42.3121,-18.6503,24.7499,40.4892,-25.5019,25.2817,38.993,-33.7073,26.3093,38.9002,-41.7391,28.4244,35.0152,-46.4867,25.4452,,,,,,,,,,,,,,,
74.4923,299.392,41.7165,74.6903,288.311,42.6699,75.1115,275.242,43.2276,75.2759,264.022,43.8113,74.9621,254.483,43.9431,75.0959,240.874,44.3592,75.0094,230.22,43.6974,74.2682,220.924,43.1353,73.9739,209.171,42.262,73.6945,197.985,41.4454,73.0158,187.289,40.0731,72.3682,176.234,38.7611,71.5519,168.08,36.3935,71.1745,156.366,36.7896,69.6616,147.267,32.3522,68.5883,138.52,29.5937,68.353,125.676,30.4197,66.6014,119.33,23.6579,65.9356,108.025,24.0661,64.3304,99.6366,17.1807,62.8524,91.0237,13.4965,61.6013,82.1791,9.38801,60.4394,72.5993,5.15032,58.9929,64.1738,0.491933,57.4933,56.4486,2.33323,55.8402,49.5555,5.90085,54.3583,42.1716,9.69819,54.1114,32.5884,14.2636,51.3144,28.1705,15.907,49.6446,21.4209,18.3132,49.4232,12.0833,22.591,46.3025,7.88766,22.9522,46.2478,-1.20542,26.7546,43.0084,-5.55741,26.3029,41.3204,-12.6176,27.8984,39.5281,-18.2532,28.4212,37.8602,-25.0635,29.3498,35.7693,-30.8105,29.5588,36.4567,-39.5702,33.1506,32.589,-43.9945,29.8132,,,,,,,,,
74.2086,295.147,42.1194,74.4036,282.952,43.0089,74.5872,271.425,43.3511,74.5186,260.431,43.4403,74.4454,248.768,43.4882,74.144,237.654,43.3108,73.8444,224.995,42.8442,73.356,216.979,41.6636,73.0844,204.453,40.8123,72.4111,194.354,39.2401,71.7675,183.797,37.7326,70.9459,175.357,35.3294,70.3659,163.247,33.3857,69.6201,153.211,31.2045,68.9041,143.596,28.5777,67.858,134.255,25.7547,66.8729,123.945,22.7606,65.9103,115.306,19.3662,64.6638,106.23,15.8743,63.6462,96.9448,12.2571,62.1839,88.358,8.54585,61.1013,79.5993,4.39244,59.6926,71.7355,4.38344,58.4995,63.5439,8.26865,57.0541,56.5211,11.4617,55.5919,49.3217,14.5842,54.2469,42.0154,17.3252,52.7435,34.9195,19.8689,51.2133,28.0349,21.9498,49.6666,21.355,23.7395,48.1494,14.5474,25.4173,46.3741,8.10002,26.6496,44.7576,1.56437,27.6796,43.1549,-4.82186,28.423,41.5246,-11.9556,29.2709,39.6955,-17.7229,29.1373,38.0117,-23.8517,29.191,36.153,-29.8323,28.7462,34.2828,-35.8045,28.1407,32.4045,-41.8292,27.1443,30.8091,-48.0459,26.4196,,,,,,
75.7993,298.004,42.1798,76.4674,285.728,43.0586,77.337,272.73,44.3498,77.9178,260.526,44.8378,78.4694,249.002,44.8222,78.7809,239.11,44.6267,79.0424,227.535,44.5844,79.0715,216.568,43.8863,79.2778,204.27,43.1466,79.1077,195.276,41.933,79.0989,184.098,40.681,78.9079,174.283,38.7252,78.5299,164.845,36.6808,78.301,152.852,35.2621,77.9398,143.595,32.6581,77.401,133.99,30.015,77.0396,123.556,27.5149,76.3715,114.72,24.1171,75.873,104.527,21.1101,75.0919,96.3237,17.2342,74.3256,86.8201,13.8197,73.5946,78.1715,9.76395,72.739,68.841,6.05472,71.931,60.8362,2.78413,70.9492,53.2344,6.75992,69.7538,46.3425,10.3773,68.6318,39.3717,13.5725,67.4646,31.9671,16.7024,66.2407,25.2111,19.2754,64.9982,18.0951,21.9369,63.7092,11.5476,23.9902,62.5311,4.72236,26.0102,61.0957,-1.70636,27.4462,59.6692,-8.18719,28.6818,58.3607,-14.6305,29.8176,56.9946,-21.3843,30.7406,55.5089,-27.5342,31.21,54.0661,-33.7219,31.5006,52.6943,-40.1441,31.578,51.3772,-46.5773,31.3759,,,,,,,,,
75.5576,300.866,41.7395,76.52,291.249,42.1922,77.6508,278.076,43.0002,78.4952,266.966,42.8135,79.2806,255.11,43.0841,79.8148,245.021,42.6739,80.4903,232.175,42.3921,80.9525,222.074,41.528,81.1775,212.428,40.2647,81.538,200.436,38.9695,81.8543,188.182,37.9383,81.6424,179.884,35.63,81.7705,169.549,33.1565,81.6957,159.621,31.2183,81.4379,150.116,28.4222,81.3337,139.648,25.9569,81.2144,129.019,23.2764,80.7885,120.06,19.8407,80.515,110.292,16.6137,79.952,101.979,12.6643,79.5271,92.368,9.18117,78.9611,83.1,5.25624,78.4592,75.7877,3.03547,77.6664,68.123,6.98525,76.7824,61.2242,10.0867,76.0733,53.8673,13.2382,75.2687,46.8425,16.1021,74.2472,40.4105,18.2844,73.4025,33.253,20.6983,72.4828,26.3812,22.6284,71.4952,19.7616,24.123,70.4517,13.107,25.607,69.4713,6.43292,26.7102,68.4403,-0.00644598,27.4724,67.26,-6.27972,27.9536,66.1638,-12.8046,28.2856,65.0371,-19.1279,28.2706,63.8865,-25.2518,28.0464,62.7235,-31.4461,27.4743,61.5582,-37.6734,26.6953,60.416,-44.0635,25.9528,59.24,-49.9543,24.7224,,,
75.2525,295.361,41.559,75.9308,283.264,42.188,76.5499,269.265,42.6998,76.6908,259.676,42.341,77.0227,247.006,42.3558,77.12,236.127,41.7147,76.9869,225.723,40.8857,77.0535,213.821,40.0322,76.9141,203.467,38.6098,76.5597,192.627,37.2488,76.2211,182.299,35.5488,75.895,172.467,32.9182,75.3889,162.971,30.8299,74.705,153.076,28.2762,74.4153,142.962,25.6508,73.5954,133.149,22.8437,72.8101,124.376,19.2537,72.2265,114.1,16.2759,71.5009,104.219,12.9791,70.4795,95.1931,9.36853,69.4934,86.9995,5.23639,68.7397,78.2191,3.5649,67.6239,71.4623,6.74309,66.6001,63.6448,10.3811,65.635,56.1978,13.38,64.5949,49.0726,16.2563,63.3651,41.7623,18.8002,62.3533,34.4727,21.0988,61.1606,27.415,23.0862,59.9045,20.9336,24.6218,58.6491,14.0223,26.0657,57.3397,7.6205,27.0081,56.0272,1.11506,27.7717,54.722,-5.46701,28.3795,53.4024,-11.8782,28.6202,52.1063,-18.3443,28.764,50.5686,-24.3174,28.4203,49.3047,-30.7372,27.945,47.8545,-36.9025,27.1958,46.4565,-43.178,26.1266,44.9923,-49.1292,25.0977,,,,,,
75.463,288.383,42.6514,75.8642,275.238,43.7178,76.0099,264.121,43.7885,76.1262,251.125,44.2546,76.025,241.088,43.8516,75.9066,229.369,43.3883,75.5814,219.212,42.5515,75.2529,207.567,41.6929,74.9324,195.596,40.6467,74.225,185.044,39.0895,73.7484,175.012,37.202,73.093,164.58,35.0169,72.4682,153.846,33.1447,71.5024,144.23,30.6607,70.7602,133.678,27.9415,69.8755,124.19,25.0318,68.8563,115.011,21.7727,67.7111,106.099,18.1923,66.6353,96.3672,14.8814,65.4374,87.4774,11.0982,64.3159,77.8556,7.31277,63.2283,69.06,3.08339,61.6095,67.9177,3.13487,60.6332,54.7277,9.59583,58.863,53.5668,10.3085,57.8831,40.6971,16.1364,56.3991,33.8429,19.0503,54.5251,32.9132,18.9394,53.5022,20.512,23.9598,51.5164,19.378,23.325,50.5954,7.3493,27.7193,48.352,6.55117,26.5094,47.6453,-5.66368,30.575,45.8815,-11.9633,31.5168,44.3343,-18.013,32.1473,42.5959,-23.8444,32.3997,39.7769,-24.4655,29.4135,38.0502,-30.69,29.3476,36.3726,-36.8706,28.7919,34.3205,-42.5914,27.9377,32.6704,-48.4848,27.0057,,,,,,
76.5328,292.745,41.4425,77.191,282.109,41.8564,77.8047,270.694,42.2083,78.6144,258.64,42.4974,78.9122,247.238,42.0635,79.1955,236.366,41.653,79.4662,226.035,40.805,79.8867,213.263,39.6758,79.8954,202.989,38.4648,79.7138,194.083,36.4876,79.5812,177.877,35.8963,79.6488,171.586,32.4872,79.4488,162.277,29.7755,79.0336,151.814,27.6,78.6523,142.541,24.5835,78.4251,131.655,21.7527,77.8811,122.475,18.3463,77.5074,112.472,14.9804,76.6564,103.335,11.3,76.0019,94.5545,6.93668,75.3504,84.5073,2.96133,74.4422,75.9098,0.817471,73.6239,68.5407,4.37429,72.7021,60.5941,7.86788,71.9779,53.1164,11.0004,71.0254,45.5221,13.9104,70.134,37.9382,16.5664,69.0383,30.9693,18.5736,68.0285,23.3476,20.8389,66.9648,16.035,22.5278,65.8592,9.04711,24.0583,64.7233,2.02958,25.2441,63.5778,-5.26914,26.1481,62.2974,-12.0824,26.6572,61.0228,-18.88,27.0458,59.7579,-25.682,27.1404,58.5106,-32.4708,26.9855,57.4023,-39.6242,26.4694,55.797,-45.5452,25.9223,,,,,,,,,,,,
75.7869,296.745,41.5965,76.7097,284.498,42.7434,77.3374,272.969,43.0769,77.9193,260.785,43.3505,78.2518,250.378,43.1801,78.7661,238.239,43.1661,79.0286,226.743,42.7043,79.0763,216.828,41.6394,79.0862,205.412,40.7835,79.0958,194.607,39.3367,78.8832,183.405,37.9571,78.313,174.342,35.8973,78.3083,163.396,33.6705,77.7601,154.349,31.0296,77.3719,142.841,29.0834,76.8443,133.222,26.1557,76.1541,123.313,23.2336,75.3306,114.38,19.9423,74.8552,104.114,16.5274,74.0788,94.2242,13.3646,73.1786,85.1858,9.21974,72.3169,76.4767,5.14534,71.6363,66.6754,0.974583,70.6142,59.4452,2.66061,69.5271,52.6405,5.96516,68.5141,45.3546,9.35057,67.4403,38.0115,12.628,66.2949,31.3096,15.1877,65.2389,24.2309,17.7023,64.0136,17.3855,19.9018,62.8781,10.5314,21.7987,61.5812,4.16615,23.3009,60.4137,-2.76746,24.7316,59.1046,-9.24929,25.724,57.8969,-15.7521,26.3261,56.6098,-22.2917,26.9391,55.232,-28.701,27.163,53.8669,-34.932,27.1139,52.4521,-41.3031,26.6211,51.3662,-48.2016,26.6477,,,,,,,,,
