74.9544,289.903,41.6498,74.6364,278.896,43.8972,74.3397,269.661,45.8427,73.8111,260.841,47.226,73.7657,250.15,48.1955,73.2651,240.972,49.1916,72.7828,232.206,49.6927,72.3171,223.812,49.7292,71.6499,215.698,49.5567,71.2203,206.969,49.1224,70.803,198.61,48.0764,70.4016,190.541,47.0768,70.0129,181.935,45.4719,69.4348,174.432,43.579,68.8876,165.564,41.7118,68.3483,157.81,39.1786,68.014,149.619,36.1503,67.5097,142.348,33.8314,67.0172,134.607,30.4984,66.537,127.101,26.935,66.0709,119.804,23.3338,65.6093,112.699,19.1609,65.3685,104.064,15.5787,64.7489,97.8674,11.0162,64.3229,90.7183,6.16688,63.7256,84.7666,1.40271,63.3789,76.877,5.56349,62.9142,69.3845,9.83413,62.6495,61.4189,13.7724,62.2642,53.8433,17.3594,61.9003,46.6592,20.4631,61.5901,39.0657,23.3168,61.1746,31.8197,25.7751,60.9219,24.6581,27.9756,60.5824,17.464,29.7407,60.2779,10.3079,31.0891,59.9081,3.21197,32.4229,59.6963,-4.0368,33.3857,59.3946,-10.9994,33.8269,59.0366,-17.8946,34.1223,58.7363,-24.9092,34.1901,58.3672,-31.6509,33.8708,58.0377,-38.3063,33.206,57.6799,-45.1143,32.2064,,,,,,
74.6582,282.971,43.0035,74.3642,274.928,44.5242,73.8287,265.899,45.9503,73.7843,254.901,47.4449,73.5145,246.75,48.0381,73.247,236.687,48.7384,72.9916,228.168,48.7829,72.5255,220.973,48.4402,72.0716,214.037,47.6714,71.6326,205.382,47.0607,71.4166,196.206,46.0077,71.2065,187.419,44.59,70.7969,180.631,42.695,70.4025,172.398,40.6146,69.8279,164.404,38.4365,69.4639,155.97,35.9356,69.11,147.83,33.1645,68.7574,140.668,29.9444,68.2325,133.655,26.4847,67.8928,126.872,22.5794,67.5775,118.981,18.8592,67.2556,111.934,14.5442,66.938,105.059,10.0287,66.6468,97.2053,5.7787,66.1768,91.1992,1.55409,65.7346,83.5626,5.8721,65.3278,75.8128,9.8422,64.9554,67.9917,13.4788,64.461,60.5199,16.638,64.0255,52.5996,19.8357,63.4504,45.8106,22.129,63.0809,38.2634,24.4976,62.4864,30.9995,26.5305,62.0586,23.7773,28.087,61.5587,16.5509,29.4977,61.0857,9.64456,30.3869,60.6899,2.21241,31.1944,60.2018,-4.62491,31.6729,59.7547,-11.4515,31.6586,59.259,-18.2418,31.5349,58.8078,-24.9927,31.0056,58.4202,-31.8667,30.3314,57.9701,-38.5146,29.2535,57.7738,-45.5871,27.8455,,,,,,
72.8799,284.092,43.0956,72.6155,274.681,44.8268,72.3597,264.422,46.4381,72.1139,255.842,47.549,72.1093,246.519,48.3203,71.8755,237.523,49.0711,71.6494,227.864,49.5138,71.4285,218.674,49.2757,71.4301,208.949,48.7769,71.2198,200.524,48.1473,71.0128,192.452,46.9201,70.8149,183.796,45.7076,70.6214,175.487,44.148,70.434,166.699,42.2345,70.2488,158.26,39.8282,70.0687,150.127,37.3359,69.8996,140.87,34.7485,69.5379,133.959,31.2059,69.3782,125.322,28.1569,69.2167,116.997,24.5414,68.8738,110.09,20.1829,68.72,102.258,16.37,68.5626,94.6554,12.0397,68.2424,87.1995,7.23777,68.0808,79.9811,2.10454,68.0366,72.4679,4.63186,67.891,64.5198,9.33878,67.9103,56.2353,13.9589,67.7876,48.3874,17.8731,67.6722,41.0021,21.4085,67.5848,32.9682,24.9299,67.3706,25.6842,27.7229,67.309,17.9242,30.4962,67.1455,10.3021,33.0119,67.1031,2.86205,34.9157,66.9737,-4.67448,36.7488,66.8577,-12.0146,38.1786,66.7599,-19.3909,39.2573,66.681,-26.7399,40.1202,66.5314,-34.0798,40.728,66.3947,-41.2073,40.8347,66.2092,-48.4176,40.9585,,,,,,,,,,,,
62.8318,288.454,41.7388,63.3158,277.402,44.2394,63.7607,267.029,45.6244,63.9426,257.104,46.7143,64.0946,248.772,47.5709,64.5026,238.604,48.0544,64.6447,229.949,48.1198,65.014,220.664,47.905,65.1494,211.731,47.4925,65.2734,203.173,46.6721,65.5903,195.032,45.2425,65.718,185.376,43.8184,66.0203,177.032,42.0736,66.1224,168.151,39.9952,66.2009,160.407,37.437,66.4918,150.73,34.7482,66.7569,142.175,32.0065,66.6222,135.209,28.4786,66.8592,127.209,24.8823,67.09,118.84,21.0933,67.4943,109.608,17.5115,67.3222,104.053,12.5473,67.5194,95.8598,8.07968,67.8574,87.9704,3.10059,68.0944,80.0397,3.10419,68.3765,72.2481,7.04867,68.6509,63.9755,10.853,69.0505,55.8096,14.2897,69.4253,47.7241,17.4044,69.773,39.7105,19.9442,70.0994,31.8319,22.3569,70.4024,24.0729,24.3934,70.684,16.1275,26.1074,70.9435,8.36333,27.5084,71.2901,0.530309,28.5113,71.3989,-6.64197,29.2814,71.6968,-14.5688,29.7562,71.9677,-22.0019,29.934,72.1199,-29.4359,30.0042,72.3385,-36.6964,29.2859,72.6103,-44.4817,28.1357,,,,,,,,,,,,,,,
54.9249,279.866,43.934,54.8101,270.261,46.1817,54.9209,261.218,47.589,55.1185,250.141,49.0785,54.9783,241.858,49.916,55.1499,231.755,50.6088,55.3091,222.111,51.0518,55.1538,214.869,50.9366,55.2951,205.13,49.3855,55.2399,196.492,49.8551,55.3869,187.462,48.817,55.5182,178.807,47.4267,55.9081,164.801,46.8538,55.3671,162.353,43.8947,55.2801,154.568,41.5766,55.2552,145.573,38.9531,55.3713,137.688,36.2611,55.0442,129.914,30.2678,55.2485,121.9,29.8349,55.3601,114.127,26.2868,55.2054,107.708,21.4736,55.2135,99.1367,18.1489,55.1296,91.9462,13.7377,55.4681,80.8246,10.8544,55.0872,78.1419,4.08083,55.3125,70.2545,2.61432,55.1459,62.4535,7.0353,55.0226,54.6487,11.2474,54.9316,46.8453,14.9661,55.071,38.4196,18.9553,54.8882,31.0734,21.8895,54.7751,23.442,24.7154,54.2809,16.2717,26.3441,55.0078,3.62844,31.6746,54.9081,-3.65052,33.6043,53.7548,-6.05874,31.6403,54.6591,-18.3617,36.4968,53.9018,-21.3057,35.3195,54.0429,-30.5569,37.1338,54.1362,-40.0826,38.9768,52.7093,-42.8156,34.1543,,,,,,,,,,,,,,,
53.5677,282.283,43.8188,53.2292,272.548,45.8413,52.7221,261.879,47.9881,51.8697,254.155,48.9555,51.3902,244.383,50.0161,50.9266,235.027,50.8068,50.5363,224.974,51.5179,50.0943,216.414,51.5979,49.4481,208.126,51.2642,48.8824,199.166,50.9059,48.6347,188.821,50.0618,47.8351,181.409,48.8103,47.2978,173.453,47.1666,46.3957,165.61,45.2399,46.4346,155.939,43.4565,45.7997,147.954,40.9233,45.2895,138.77,38.1211,44.6838,131.3,35.1041,44.1468,123.357,31.8672,43.3957,116.21,28.2592,42.9418,108.065,24.6471,42.4204,100.734,20.3257,41.8209,92.9289,16.0865,41.4507,84.8592,11.8985,41.01,77.5171,7.0443,40.3559,70.7406,1.55844,39.7739,62.5438,4.75153,39.2241,54.3542,9.07857,38.6394,46.0663,12.8168,37.8035,38.4761,16.0968,37.3981,29.834,19.6096,36.7487,21.8752,22.444,36.1115,13.9181,24.9633,35.5329,6.35474,27.0181,34.8684,-1.30087,28.6457,34.2468,-8.89719,30.1858,33.8028,-16.6504,31.4419,33.2446,-24.1826,32.174,32.7962,-31.837,32.8509,32.1378,-39.1248,33.038,31.6653,-46.7067,33.2007,,,,,,,,,,,,,,,
53.9161,292.465,41.4462,54.1731,279.698,43.968,54.1211,268.832,46.1671,54.0001,259.814,47.3388,53.4094,251.049,48.2506,53.3481,241.581,49.0586,53.0601,232.456,49.6194,52.7204,224.79,49.5384,52.4854,215.335,49.3727,52.256,206.269,49.0058,52.0191,197.589,48.029,52.0389,188.388,47.0484,51.6048,180.308,45.572,51.4137,171.741,43.7203,51.2142,163.49,41.3669,50.8342,155.45,38.9397,50.7275,146.245,36.2105,50.3653,138.754,33.6342,50.2548,130.168,30.4302,49.9984,123.861,26.608,49.8807,115.76,22.9821,49.704,108.517,18.7843,49.3643,101.386,14.4283,49.479,92.8536,10.3369,49.1323,86.0916,5.48995,49.0567,78.5339,1.59019,48.7569,70.5044,5.72255,48.3437,62.8441,9.65738,48.0404,54.6704,13.3262,47.7963,46.5064,16.5439,47.4996,38.3653,19.7847,47.0526,30.9321,22.1831,46.5663,23.4571,24.4009,46.3997,15.1445,26.8372,46.0456,7.77597,28.1929,45.7058,0.163536,29.5848,45.2876,-7.68838,30.9327,44.9866,-15.1427,31.4993,44.5025,-22.1059,31.7343,44.4146,-29.7598,31.8962,44.1439,-37.366,31.8866,43.4937,-44.2548,31.3305,,,,,,,,,,,,
54.0352,289.556,42.1619,53.977,278.29,44.1917,53.6251,268.772,45.9375,53.5609,258.539,47.066,53.5468,247.574,48.1,53.197,239.355,48.5015,53.1752,229.322,48.7851,52.6111,221.714,48.5094,52.1142,213.333,48.2057,52.1874,202.492,47.5602,51.6989,194.811,46.4632,51.2625,186.5,44.9672,51.1325,176.808,43.4728,50.6984,169.121,41.1233,50.3276,160.866,38.8534,50.171,152.201,35.6993,49.8761,143.75,33.6498,49.7283,135.662,30.3855,49.627,127.153,27.0941,49.3033,119.509,23.4198,48.9697,112.067,19.1894,48.8561,104.288,15.1411,48.5237,97.2294,10.5563,48.2374,89.7616,5.86458,48.1662,82.0352,1.5715,47.7393,73.7298,5.61734,47.3536,65.8893,9.59499,46.9456,57.4632,13.3326,46.7482,49.1544,16.866,46.2623,41.5477,19.6672,45.9027,33.5706,22.3936,45.4509,25.9328,24.6238,45.2359,18.0896,26.7739,44.8209,10.5106,28.4081,44.4661,2.37265,29.9699,44.2427,-5.26473,31.1218,43.672,-12.2247,31.5668,43.2744,-19.5908,32.0171,42.9919,-27.0772,32.1738,42.743,-34.657,32.2079,42.3277,-41.8204,31.6692,41.9779,-48.9532,30.4593,,,,,,,,,,,,
53.5878,287.971,42.6717,53.5005,278.02,44.9864,53.7555,266.039,47.0922,53.643,257.127,48.2389,53.3037,248.478,49.3566,53.2909,238.01,50.0842,53.0078,229.017,50.6223,52.7245,220.412,50.6986,52.6987,211.224,50.2822,52.4614,202.347,49.6888,52.2298,193.809,48.919,51.9971,185.596,47.7786,51.8564,175.976,46.424,51.4179,168.343,44.2297,51.4567,159.496,42.0494,51.0836,151.602,39.8315,50.8756,144.035,36.7566,50.6434,134.513,34.192,50.4872,126.779,31.0147,50.1495,119.198,27.2846,49.7661,112.448,23.1558,49.5318,104.045,19.446,49.1906,97.0443,14.813,48.9002,89.6443,10.236,48.7447,82.4653,4.98424,48.5925,74.4763,1.74712,48.3214,66.6565,5.99527,48.1678,58.3595,10.4148,47.8453,50.8818,14.1166,47.8478,42.2485,18.0233,47.3946,34.6692,21.0352,47.182,26.8542,24.0464,47.063,18.78,26.6938,46.8419,11.0746,28.749,46.4424,3.69196,30.6487,46.3665,-4.62315,32.5384,46.0153,-11.27,33.4394,45.7478,-18.6553,34.2402,45.7135,-26.2187,35.1713,45.5526,-33.7413,35.5402,45.334,-40.9445,35.4689,44.8605,-47.566,35.1197,,,,,,,,,,,,
53.9946,290.872,42.4674,53.8971,280.812,44.7981,54.0965,269.953,46.9701,54.2741,259.66,48.5542,54.1668,250.924,50.1352,54.0889,241.484,50.8995,54.2883,231.363,51.7984,54.4671,221.738,52.2146,54.3681,213.505,52.0299,54.568,203.691,51.9565,54.5008,195.201,51.3281,54.7075,185.331,50.4268,54.6216,177.543,49.069,54.8039,168.445,47.6848,54.9233,160.52,45.6304,55.1084,151.359,43.6158,55.2382,143.296,41.165,55.1748,135.452,38.2916,55.3092,127.256,35.1605,55.4709,118.71,32.1723,55.3737,111.62,28.2897,55.5031,103.608,24.5707,55.8015,95.3431,20.5206,55.8928,87.8315,16.1514,55.7889,80.9837,11.4562,55.8525,73.8383,6.47822,56.0788,66.4452,1.41099,56.2031,57.9766,5.11995,56.3433,50.094,9.34114,56.3686,42.2054,13.2368,56.5665,34.0724,16.8074,56.6577,26.0471,20.2127,56.738,18.4861,23.0306,56.8549,10.7245,25.4959,56.8807,3.09628,27.7522,56.9492,-4.6118,29.8133,57.0314,-12.1213,31.4657,57.0492,-19.7379,32.7006,57.2189,-27.4615,33.918,57.2649,-34.6067,34.465,57.2782,-41.974,34.762,57.4243,-49.3588,34.9702,,,,,,,,,,,,
