75.4456,294.846,40.6723,75.5883,281.576,40.4843,75.7228,269.001,40.0584,75.8494,257.108,39.1629,75.9579,244.595,38.5253,76.0365,230.567,37.8704,75.9205,220.399,36.6621,76.1999,206.785,36.0819,76.084,197.628,34.3377,76.1356,185.34,32.825,76.1936,174.529,31.2111,76.2465,164.253,29.0836,76.2638,152.192,27.2763,76.1137,142.156,25.2093,76.1194,130.611,23.0982,76.296,119.731,20.7537,76.2999,109.956,18.024,76.4367,98.984,15.524,76.2604,89.5526,12.4979,76.2268,79.5651,9.38678,76.3243,69.1609,6.39136,76.2727,59.6732,2.96287,76.3462,49.8772,0.151099,76.4264,40.7644,2.83211,76.4893,31.8636,5.11729,76.4103,23.1554,7.20227,76.448,14.7145,8.93124,76.4645,6.22039,10.5244,76.4679,-2.02308,11.722,76.5471,-10.6799,13.1025,76.6,-19.2232,14.1668,76.6275,-27.6576,14.7562,76.6351,-35.8343,15.5185,76.3739,-43.3243,15.2749,,,,,,,,,,,,,,,,,,
75.6944,293.634,40.085,75.8301,280.421,39.9132,76.4264,265.507,39.4129,76.3073,254.958,38.3327,76.8587,241.501,37.6744,76.7217,230.902,36.1973,76.9829,216.707,35.3768,77.0522,206.223,33.7927,77.0906,194.357,32.4808,77.3172,182.292,30.8086,77.1571,172.436,28.6496,77.1601,160.697,26.596,77.3628,150.349,24.0623,77.5152,138.378,22.2838,77.5025,128.347,19.6796,77.6374,117.566,17.0753,77.7619,107.325,14.2827,78.0287,97.0609,11.3335,78.1047,86.7366,8.46138,78.1722,76.9065,5.12569,78.5085,66.6874,1.7449,78.6794,57.2398,1.8636,78.8404,48.5902,4.52616,78.9635,39.7156,7.11637,79.0755,31.3993,9.27201,79.1656,23.2747,11.3396,79.2228,15.003,13.1043,79.4837,6.73019,14.5487,79.5976,-1.28929,15.9679,79.7842,-9.31186,16.905,79.9182,-17.4913,17.8924,80.0362,-25.1484,18.4355,80.0953,-33.1453,18.7991,80.2243,-40.7188,19.0955,80.468,-48.4449,19.1312,,,,,,,,,,,,,,,
76.3932,285.654,40.0717,76.7732,274.271,39.1666,77.3658,262.231,38.0132,77.7072,251.947,36.4616,78.0171,240.923,35.1941,78.7154,227.232,34.3798,78.9497,215.309,32.97,79.4074,204.996,30.9745,79.6128,194.189,29.0749,80.0144,183.913,27.0507,80.3775,173.291,24.7124,80.7012,162.369,22.5077,81.0078,151.985,20.0276,81.4642,141.417,17.4943,81.8966,131.363,14.7215,82.416,119.915,12.3686,82.4561,110.755,9.02067,82.9306,100.392,6.10435,83.2368,91.0356,2.81591,83.6293,81.2283,1.82206,83.8453,72.6244,4.45047,84.0471,64.5173,6.77167,84.1926,56.0058,8.89211,84.4452,47.6462,10.9086,84.6596,39.3936,12.5617,84.8381,31.2634,13.8842,85.0873,23.0052,15.1774,85.2971,14.9353,16.1793,85.547,6.53127,17.0742,85.6831,-1.13116,17.4617,85.5067,-7.66055,19.3065,86.1007,-16.6809,17.9288,86.4676,-24.4119,18.0177,86.5313,-31.6768,17.1857,86.8475,-39.3945,17.0076,86.9545,-46.8071,15.9369,,,,,,,,,,,,
75.1536,290.628,41.3364,75.2918,276.303,41.0908,75.196,265.258,40.2007,75.0947,253.468,39.5645,75.2221,241.129,38.9256,75.1225,230.501,37.6628,75.241,219.318,36.6576,75.1253,207.682,35.2526,75.2262,196.635,33.9187,75.1055,185.205,32.4478,74.9974,175.179,30.6583,74.8681,164.115,26.3253,74.5829,154.853,26.3856,74.6536,143.98,24.325,74.5367,133.598,22.0304,74.5875,122.465,20.0823,74.3064,113.638,17.1552,74.3465,102.922,14.4712,74.3831,92.7686,12.1368,74.2588,83.5499,8.94475,74.1262,73.745,5.87605,74.4357,64.0624,2.52291,74.3379,56.0696,4.70069,74.2385,47.7509,7.4463,74.268,39.1921,9.95166,74.2885,30.8013,12.2105,74.299,22.558,13.9831,74.3037,14.5394,15.8179,74.2997,6.6854,17.2237,74.2846,-1.24129,18.5055,74.2622,-8.95918,19.4267,74.2347,-16.4322,20.2413,74.2876,-24.3179,20.9179,74.4072,-32.5364,21.1905,74.1723,-39.3285,21.3671,74.1775,-47.2406,21.5831,,,,,,,,,,,,
76.11,283.076,39.73,76.4804,270.603,38.5453,76.5755,257.46,37.6459,76.9151,246.218,36.0945,77.4398,233.255,35.2757,77.9193,219.984,34.2572,78.3709,207.481,32.8567,78.5857,195.631,31.1138,78.9945,184.419,29.2481,79.1635,172.914,27.0805,79.4813,160.449,25.4436,79.7977,149.441,23.1228,80.0587,137.593,21.1615,80.3215,127.057,18.5691,80.5506,116.419,15.7927,80.6145,106.844,12.4602,80.948,96.1239,9.7389,81.0632,84.885,6.96748,81.3225,74.3033,3.89267,81.7135,64.2998,0.376181,82.0447,54.8994,3.1306,82.0882,46.4541,5.70458,82.3261,37.1224,8.38785,82.4144,28.3835,10.6432,82.5845,19.606,12.6762,82.7225,11.1064,14.3665,82.8137,2.6328,16.0166,82.8789,-5.56988,17.1457,82.994,-13.8736,18.3896,82.9785,-21.9127,19.1013,82.915,-30.0507,19.5808,83.1661,-38.1411,20.4606,83.1071,-46.0353,20.5106,,,,,,,,,,,,,,,,,,,,,
75.6591,289.434,40.751,76.0587,277.828,40.0843,76.3998,263.001,39.8396,76.5217,252.585,38.7505,76.6111,240.335,37.8913,76.923,228.735,36.8412,77.1765,214.657,36.2318,77.4563,204.307,34.6287,77.4977,193.467,33.0995,77.9016,180.627,31.8137,77.7433,171.686,29.44,78.0884,158.54,27.7459,78.0925,149.005,25.4008,78.236,137.835,23.1962,78.2052,127.853,20.5717,78.4794,116.546,17.9529,78.5806,106.394,15.4958,78.4822,95.585,12.9335,78.558,85.8766,9.65974,78.5999,75.6449,6.67391,78.6218,65.452,3.46851,78.6512,56.2354,0.431859,78.8007,47.275,3.78605,78.802,38.8447,6.65977,78.6707,30.8989,9.24317,78.6379,22.4545,11.6338,78.594,14.244,13.7865,78.5296,5.99537,15.8736,78.4663,-1.75527,17.3754,78.3848,-9.52482,18.7461,78.3811,-17.4433,20.107,78.2557,-25.325,21.1724,78.0394,-32.7826,21.6456,78.315,-40.9012,22.836,78.0624,-48.2659,22.9078,,,,,,,,,,,,,,,
75.1398,289.621,39.7002,75.0362,276.622,39.2903,74.9544,266.862,37.9658,74.8397,252.634,37.3217,74.9812,241.521,36.0475,75.0883,227.658,35.2422,74.9752,215.571,34.067,74.6725,206.998,31.8974,74.5635,195.027,30.2157,74.2589,184.497,28.2238,73.9533,172.784,25.9305,73.6673,162.426,23.5651,73.5786,151.815,21.1326,73.3017,140.933,18.6847,73.033,129.893,16.2279,72.9503,119.443,13.5456,72.354,109.327,10.3693,72.2823,99.2309,7.374,72.0451,88.9966,4.12782,71.8161,79.2343,0.762116,71.3493,71.1854,3.21812,71.0613,62.2626,6.14618,70.7899,53.8538,8.60641,70.5355,45.5135,10.831,70.1679,37.235,12.9993,69.951,29.1058,14.7982,69.5,21.3222,16.1715,69.2071,13.0953,17.6844,68.8185,5.29054,18.7989,68.5725,-2.57202,19.7983,68.2437,-10.5547,20.5265,67.8254,-17.6711,20.6983,67.6578,-25.6342,21.1341,67.3139,-33.2238,21.172,66.7175,-40.1338,20.8372,66.361,-47.5084,20.5266,,,,,,,,,,,,
74.6511,293.484,40.3767,74.314,281.562,39.9932,73.9839,268.958,39.3418,73.6688,256.979,38.4823,73.363,244.4,37.6437,73.0749,233.555,36.4122,72.7901,220.039,35.6414,72.3063,210.222,33.8727,72.0532,198.933,32.3743,71.8094,188.185,30.5357,71.3713,177.887,28.3918,71.3484,165.684,26.5556,70.9392,155.571,24.2549,70.7308,145.939,21.4826,70.5332,135.309,18.9002,70.5233,124.567,16.4857,70.5088,113.724,13.7177,70.3193,104.535,10.5405,70.1423,94.0416,7.67905,69.9595,85.0764,3.89785,69.9494,74.5331,0.868681,69.9874,65.8381,2.55306,69.8809,58.0544,4.43633,69.7866,49.4116,6.37938,69.7047,40.5069,8.45646,69.6203,32.4719,9.83097,69.5443,24.1849,11.0974,69.4713,16.0223,11.9715,69.4043,8.03057,12.7401,69.3414,0.203239,13.2985,69.2794,-7.48988,13.4462,69.0165,-15.3396,13.5441,68.9694,-23.4517,13.0232,69.13,-31.2614,13.2264,68.809,-38.897,12.7604,68.5977,-46.4843,11.9117,,,,,,,,,,,,
71.7801,287.741,40.7999,71.0112,275.969,40.436,70.2782,263.505,39.8109,69.5918,249.258,39.4036,68.6818,240.244,38.2155,68.0595,228.333,37.2291,67.2399,216.986,35.6348,66.692,205.161,34.5503,65.9733,192.941,33.3245,65.0702,182.168,31.577,64.4253,171.071,29.9203,63.6099,160.447,27.5866,63.0645,148.822,25.789,62.5419,137.778,23.5533,61.6692,127.809,20.9312,61.0063,118.3,18.0883,60.2736,107.278,15.5413,59.576,96.7733,12.6725,59.0954,86.2687,9.86507,58.3031,76.6152,6.45769,57.3989,67.2745,2.83754,56.905,57.596,0.462449,56.4623,48.3817,3.14845,55.7564,39.956,5.12837,55.2863,31.3066,7.24013,54.6354,22.6674,9.10649,54.2057,13.9157,10.8374,53.5814,5.51461,11.9636,53.0388,-2.69126,13.0078,52.4956,-11.0324,13.9487,51.9248,-19.2456,14.4489,51.7265,-28.03,15.0536,50.956,-35.9159,15.3074,50.3393,-43.9828,15.4251,,,,,,,,,,,,,,,,,,
75.4449,294.968,40.135,75.5876,281.686,39.9612,75.9821,270.508,38.8137,76.562,256.151,38.3603,76.6783,246.074,36.8336,76.9929,234.223,35.555,77.5013,221.882,34.7791,77.7635,210.208,33.3843,78.0118,199.135,31.6276,78.2308,187.67,30.1737,78.454,177.664,27.9668,78.6336,166.481,25.8772,78.8023,155.85,23.7091,79.1323,145.043,21.6641,79.2609,134.739,19.1839,79.3813,124.918,16.4734,79.7909,113.787,13.9719,80.0234,103.779,11.0874,79.9296,94.6927,7.67794,80.2518,84.0512,4.92467,80.1357,75.2641,1.11442,80.4406,66.4099,2.84362,80.5616,57.687,5.6219,80.5478,49.8514,7.91732,80.7603,41.3945,10.304,80.8251,33.3908,12.1577,80.981,25.2296,13.9541,81.1092,17.2536,15.5525,81.2116,9.45381,16.8488,81.475,1.08844,18.0297,81.5098,-6.55373,18.8312,81.5249,-14.0163,19.2025,81.6845,-21.8376,19.6416,81.8136,-29.4512,19.4186,81.9139,-36.6806,19.5684,81.9497,-44.2683,19.2217,,,,,,,,,,,,
